,Upvotes,Tags,Setup,Punchline,Joke,Setup-Profanity,Punchline-Profanity,Profanity,Max-Profanity,Profanity-Tag
2179,106,,What's the difference between a feminist and a gun?,A gun only has one trigger.,What's the difference between a feminist and a gun? A gun only has one trigger.,0.040857238961419254,0.059144212828875754,0.05178801039806681,0.059144212828875754,punchline
10052,9,,What's the difference between a feminist and a gun?,A gun only has one trigger.,What's the difference between a feminist and a gun? A gun only has one trigger.,0.040857238961419254,0.059144212828875754,0.05178801039806681,0.059144212828875754,punchline
18876,2,,What's the difference between a feminist and a gun?,A gun only has one trigger.,What's the difference between a feminist and a gun? A gun only has one trigger.,0.040857238961419254,0.059144212828875754,0.05178801039806681,0.059144212828875754,punchline
22116,1,,What's the difference between a feminist and a gun?,A gun only has one trigger.,What's the difference between a feminist and a gun? A gun only has one trigger.,0.040857238961419254,0.059144212828875754,0.05178801039806681,0.059144212828875754,punchline
4924,32,,What's the difference between a dentist and a sadist?,Newer magazines.,What's the difference between a dentist and a sadist? Newer magazines.,0.008458027375020723,0.005751785055107649,0.003496421000113033,0.008458027375020723,setup
22113,1,,What's the difference between a dentist and a sadist?,Newer magazines.,What's the difference between a dentist and a sadist? Newer magazines.,0.008458027375020723,0.005751785055107649,0.003496421000113033,0.008458027375020723,setup
11371,7,,What's the difference between a chick pea and a lentil?,I've never had a lentil on my chest.,What's the difference between a chick pea and a lentil? I've never had a lentil on my chest.,0.14867891100820596,0.011333681196528887,0.047807426596924295,0.14867891100820596,setup
30113,0,,What's the difference between a chick pea and a lentil?,I've never had a lentil on my chest.,What's the difference between a chick pea and a lentil? I've never had a lentil on my chest.,0.14867891100820596,0.011333681196528887,0.047807426596924295,0.14867891100820596,setup
8695,12,,What's the difference between a chick pea and a garbanzo?,I've never had a garbanzo on my face.,What's the difference between a chick pea and a garbanzo? I've never had a garbanzo on my face.,0.14867891100820596,0.1889780829902311,0.26678856974966947,0.26678856974966947,full
30112,0,,What's the difference between a chick pea and a garbanzo?,I've never had a garbanzo on my face.,What's the difference between a chick pea and a garbanzo? I've never had a garbanzo on my face.,0.14867891100820596,0.1889780829902311,0.26678856974966947,0.26678856974966947,full
30100,0,,What's the difference between a boy scout and a Jew?,Boy scouts come back from camp.,What's the difference between a boy scout and a Jew? Boy scouts come back from camp.,0.21941880808520714,0.032487736369255955,0.1044102654905517,0.21941880808520714,setup
30101,0,,What's the difference between a boy scout and a Jew?,Boy scouts come back from camp.,What's the difference between a boy scout and a Jew? Boy scouts come back from camp.,0.21941880808520714,0.032487736369255955,0.1044102654905517,0.21941880808520714,setup
9533,10,,What's the difference between a bird and a fly?,A bird can fly but a fly can't bird.,What's the difference between a bird and a fly? A bird can fly but a fly can't bird.,0.002278338693012789,0.0034817600875514305,0.0027441015940094485,0.0034817600875514305,punchline
10634,8,,What's the difference between a bird and a fly?,A bird can fly but a fly can't bird.,What's the difference between a bird and a fly? A bird can fly but a fly can't bird.,0.002278338693012789,0.0034817600875514305,0.0027441015940094485,0.0034817600875514305,punchline
30084,0,,What's the difference between a bird and a fly?,A bird can fly but a fly can't bird.,What's the difference between a bird and a fly? A bird can fly but a fly can't bird.,0.002278338693012789,0.0034817600875514305,0.0027441015940094485,0.0034817600875514305,punchline
5145,30,,What's the difference between a Jew and a boy scout?,A boy scout comes home from camp.,What's the difference between a Jew and a boy scout? A boy scout comes home from camp.,0.21941880808520714,0.027860102091193967,0.08740217020090016,0.21941880808520714,setup
30179,0,,What's the difference between a Jew and a boy scout?,A boy scout comes home from camp.,What's the difference between a Jew and a boy scout? A boy scout comes home from camp.,0.21941880808520714,0.027860102091193967,0.08740217020090016,0.21941880808520714,setup
10637,8,,What's the difference between a Catholic priest and acne?,Acne doesn't come on a boys face until he's 13.,What's the difference between a Catholic priest and acne? Acne doesn't come on a boys face until he's 13.,0.11459342489920046,0.14053457102509534,0.19235564746889341,0.19235564746889341,full
30109,0,,What's the difference between a Catholic priest and acne?,Acne doesn't come on a boys face until he's 13.,What's the difference between a Catholic priest and acne? Acne doesn't come on a boys face until he's 13.,0.11459342489920046,0.14053457102509534,0.19235564746889341,0.19235564746889341,full
11406,7,,What's the difference between Usain Bolt and Hitler?,Usain Bolt can finish a race.,What's the difference between Usain Bolt and Hitler? Usain Bolt can finish a race.,0.15282269731142561,0.19161720824432762,0.28652681962825144,0.28652681962825144,full
12344,6,,What's the difference between Usain Bolt and Hitler?,Usain Bolt can finish a race.,What's the difference between Usain Bolt and Hitler? Usain Bolt can finish a race.,0.15282269731142561,0.19161720824432762,0.28652681962825144,0.28652681962825144,full
3974,45,,What's the difference between Tiger Woods and Santa Claus?,Santa stops after three ho's.,What's the difference between Tiger Woods and Santa Claus? Santa stops after three ho's.,0.11293432631503353,0.8189076303000181,0.49524891762285994,0.8189076303000181,punchline
14849,4,,What's the difference between Tiger Woods and Santa Claus?,Santa stops after three ho's.,What's the difference between Tiger Woods and Santa Claus? Santa stops after three ho's.,0.11293432631503353,0.8189076303000181,0.49524891762285994,0.8189076303000181,punchline
30480,0,,What's the difference between Santa Claus and a Jew?,Santa Claus goes down the chimney.,What's the difference between Santa Claus and a Jew? Santa Claus goes down the chimney.,0.15537305957889655,0.07916980770595085,0.12267217460196408,0.15537305957889655,setup
30482,0,,What's the difference between Santa Claus and a Jew?,Santa Claus goes down the chimney.,What's the difference between Santa Claus and a Jew? Santa Claus goes down the chimney.,0.15537305957889655,0.07916980770595085,0.12267217460196408,0.15537305957889655,setup
2291,99,,What's the difference between Michael Phelps and Hitler?,Michael Phelps can finish a race.,What's the difference between Michael Phelps and Hitler? Michael Phelps can finish a race.,0.046440913154367415,0.059453193227035794,0.05485411481761242,0.059453193227035794,punchline
2678,81,,What's the difference between Michael Phelps and Hitler?,Michael Phelps can finish a race.,What's the difference between Michael Phelps and Hitler? Michael Phelps can finish a race.,0.046440913154367415,0.059453193227035794,0.05485411481761242,0.059453193227035794,punchline
5593,26,,What's the difference between Michael Phelps and Hitler?,Michael Phelps can finish a race.,What's the difference between Michael Phelps and Hitler? Michael Phelps can finish a race.,0.046440913154367415,0.059453193227035794,0.05485411481761242,0.059453193227035794,punchline
9545,10,,What's the difference between Michael Phelps and Hitler?,Michael Phelps can finish a race.,What's the difference between Michael Phelps and Hitler? Michael Phelps can finish a race.,0.046440913154367415,0.059453193227035794,0.05485411481761242,0.059453193227035794,punchline
1014,297,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
3370,58,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
14830,4,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
1222,225,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing Indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing Indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
1338,199,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing Indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing Indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
1482,177,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing Indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing Indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
2433,91,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing Indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing Indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
2788,76,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing Indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing Indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
18934,2,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing Indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing Indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
18935,2,,What's the difference between John Wayne and Jack Daniels?,Jack Daniels is still killing Indians.,What's the difference between John Wayne and Jack Daniels? Jack Daniels is still killing Indians.,0.004527781771596594,0.030496249697697764,0.009664741341757682,0.030496249697697764,punchline
2458,90,,What's the difference between Jesus and a picture of Jesus?,The picture only needs one nail.,What's the difference between Jesus and a picture of Jesus? The picture only needs one nail.,0.05807361413237355,0.0043791320071869585,0.01616654838107775,0.05807361413237355,setup
6332,21,,What's the difference between Jesus and a picture of Jesus?,The picture only needs one nail.,What's the difference between Jesus and a picture of Jesus? The picture only needs one nail.,0.05807361413237355,0.0043791320071869585,0.01616654838107775,0.05807361413237355,setup
16580,3,,What's the difference between Jesus and a picture of Jesus?,It only takes one nail to hang the picture.,What's the difference between Jesus and a picture of Jesus? It only takes one nail to hang the picture.,0.05807361413237355,0.020038930517500605,0.03359136881696871,0.05807361413237355,setup
30404,0,,What's the difference between Jesus and a picture of Jesus?,It only takes one nail to hang the picture.,What's the difference between Jesus and a picture of Jesus? It only takes one nail to hang the picture.,0.05807361413237355,0.020038930517500605,0.03359136881696871,0.05807361413237355,setup
3369,58,,What's the difference between Jesus and a picture of Jesus?,It only takes one nail to hang the picture,What's the difference between Jesus and a picture of Jesus? It only takes one nail to hang the picture,0.05807361413237355,0.020038930517500605,0.03359136881696871,0.05807361413237355,setup
3807,48,,What's the difference between Jesus and a picture of Jesus?,It only takes one nail to hang the picture,What's the difference between Jesus and a picture of Jesus? It only takes one nail to hang the picture,0.05807361413237355,0.020038930517500605,0.03359136881696871,0.05807361413237355,setup
9138,11,,What's the difference between Hitler and Michael Phelps?,Phelps can finish a race.,What's the difference between Hitler and Michael Phelps? Phelps can finish a race.,0.046440913154367415,0.09126361861049563,0.07156010197074182,0.09126361861049563,punchline
30346,0,,What's the difference between Hitler and Michael Phelps?,Phelps can finish a race.,What's the difference between Hitler and Michael Phelps? Phelps can finish a race.,0.046440913154367415,0.09126361861049563,0.07156010197074182,0.09126361861049563,punchline
1207,230,,What's the difference between Hitler and Michael Phelps?,Michael Phelps can finish a race.,What's the difference between Hitler and Michael Phelps? Michael Phelps can finish a race.,0.046440913154367415,0.059453193227035794,0.05485411481761242,0.059453193227035794,punchline
12331,6,,What's the difference between Hitler and Michael Phelps?,Michael Phelps can finish a race.,What's the difference between Hitler and Michael Phelps? Michael Phelps can finish a race.,0.046440913154367415,0.059453193227035794,0.05485411481761242,0.059453193227035794,punchline
30338,0,,What's the difference between Harry Potter and the Jews?,Harry Potter made it out of the chamber,What's the difference between Harry Potter and the Jews? Harry Potter made it out of the chamber,0.03979403141608851,0.007995988405645282,0.01644232212936272,0.03979403141608851,setup
30339,0,,What's the difference between Harry Potter and the Jews?,Harry Potter made it out of the chamber,What's the difference between Harry Potter and the Jews? Harry Potter made it out of the chamber,0.03979403141608851,0.007995988405645282,0.01644232212936272,0.03979403141608851,setup
2069,114,,What's the difference between America and a yogurt?,After 200 years a yogurt will develop a culture.,What's the difference between America and a yogurt? After 200 years a yogurt will develop a culture.,0.01836011483012508,0.05822570988945173,0.03676896097236913,0.05822570988945173,punchline
10651,8,,What's the difference between America and a yogurt?,After 200 years a yogurt will develop a culture.,What's the difference between America and a yogurt? After 200 years a yogurt will develop a culture.,0.01836011483012508,0.05822570988945173,0.03676896097236913,0.05822570988945173,punchline
5716,25,,What's the definition of endless love?,Stevie Wonder and Ray Charles playing tennis.,What's the definition of endless love? Stevie Wonder and Ray Charles playing tennis.,0.0036986182154157437,0.045966089309577,0.014683401931741457,0.045966089309577,punchline
6326,21,,What's the definition of endless love?,Stevie Wonder and Ray Charles playing tennis.,What's the definition of endless love? Stevie Wonder and Ray Charles playing tennis.,0.0036986182154157437,0.045966089309577,0.014683401931741457,0.045966089309577,punchline
2454,90,,What's the best way to get a Jewish girls number?,Roll up her sleeve.,What's the best way to get a Jewish girls number? Roll up her sleeve.,0.03405474097162449,0.061952003644314226,0.044292675080527234,0.061952003644314226,punchline
16516,3,,What's the best way to get a Jewish girls number?,Roll up her sleeve.,What's the best way to get a Jewish girls number? Roll up her sleeve.,0.03405474097162449,0.061952003644314226,0.044292675080527234,0.061952003644314226,punchline
30018,0,,What's the best thing about twenty eight year olds?,There's twenty of them.,What's the best thing about twenty eight year olds? There's twenty of them.,0.011069354362855638,0.0363997148316473,0.011069354362855638,0.0363997148316473,punchline
30019,0,,What's the best thing about twenty eight year olds?,There's twenty of them.,What's the best thing about twenty eight year olds? There's twenty of them.,0.011069354362855638,0.0363997148316473,0.011069354362855638,0.0363997148316473,punchline
383,611,<clean>,What's the best thing about living in Switzerland?,"I don't know, but the flag is a big plus.","What's the best thing about living in Switzerland? I don't know, but the flag is a big plus.",0.005072439760194689,0.07335058901396982,0.013788777600870388,0.07335058901396982,punchline
3199,62,,What's the best thing about living in Switzerland?,"I don't know, but the flag is a big plus.","What's the best thing about living in Switzerland? I don't know, but the flag is a big plus.",0.005072439760194689,0.07335058901396982,0.013788777600870388,0.07335058901396982,punchline
10046,9,,What's the best thing about living in Switzerland?,"I don't know, but the flag is a big plus.","What's the best thing about living in Switzerland? I don't know, but the flag is a big plus.",0.005072439760194689,0.07335058901396982,0.013788777600870388,0.07335058901396982,punchline
5473,27,,What's the best thing about Switzerland?,"Not sure, but the flag is a big plus.","What's the best thing about Switzerland? Not sure, but the flag is a big plus.",0.004585136700809557,0.0357087344342445,0.008146774594584467,0.0357087344342445,punchline
14785,4,,What's the best thing about Switzerland?,"Not sure, but the flag is a big plus.","What's the best thing about Switzerland? Not sure, but the flag is a big plus.",0.004585136700809557,0.0357087344342445,0.008146774594584467,0.0357087344342445,punchline
6663,19,,What's the best thing about Switzerland?,"I don't know, but the flag is a big plus.","What's the best thing about Switzerland? I don't know, but the flag is a big plus.",0.004585136700809557,0.07335058901396982,0.014396106668307807,0.07335058901396982,punchline
30016,0,,What's the best thing about Switzerland?,"I don't know, but the flag is a big plus.","What's the best thing about Switzerland? I don't know, but the flag is a big plus.",0.004585136700809557,0.07335058901396982,0.014396106668307807,0.07335058901396982,punchline
12304,6,,What's the best part about dating a Patriots fan?,They don't care if you cheat.,What's the best part about dating a Patriots fan? They don't care if you cheat.,0.0027451847566644107,0.24439084695700677,0.015298542469389026,0.24439084695700677,punchline
18850,2,,What's the best part about dating a Patriots fan?,They don't care if you cheat.,What's the best part about dating a Patriots fan? They don't care if you cheat.,0.0027451847566644107,0.24439084695700677,0.015298542469389026,0.24439084695700677,punchline
2523,87,,What's the best drug to have sex on?,Birth control.,What's the best drug to have sex on? Birth control.,0.3130590034295949,0.02282548875917965,0.1609255255515175,0.3130590034295949,setup
8315,13,,What's the best drug to have sex on?,Birth control.,What's the best drug to have sex on? Birth control.,0.3130590034295949,0.02282548875917965,0.1609255255515175,0.3130590034295949,setup
22053,1,,What's red and goes up and down?,A tomato in an elevator.,What's red and goes up and down? A tomato in an elevator.,0.05788009446874446,0.012734655556196956,0.02275151873874615,0.05788009446874446,setup
22054,1,,What's red and goes up and down?,A tomato in an elevator.,What's red and goes up and down? A tomato in an elevator.,0.05788009446874446,0.012734655556196956,0.02275151873874615,0.05788009446874446,setup
16495,3,,What's long and hard on a black man?,The third grade.,What's long and hard on a black man? The third grade.,0.22902808477565723,0.028397939709717983,0.14424065328297767,0.22902808477565723,setup
29889,0,,What's long and hard on a black man?,The third grade.,What's long and hard on a black man? The third grade.,0.22902808477565723,0.028397939709717983,0.14424065328297767,0.22902808477565723,setup
10619,8,,What's long and black?,The unemployment line.,What's long and black? The unemployment line.,0.12233605409991659,0.02503803924165162,0.05344664182694474,0.12233605409991659,setup
14768,4,,What's long and black?,The unemployment line.,What's long and black? The unemployment line.,0.12233605409991659,0.02503803924165162,0.05344664182694474,0.12233605409991659,setup
29881,0,,What's long and black?,The unemployment line,What's long and black? The unemployment line,0.12233605409991659,0.02503803924165162,0.05344664182694474,0.12233605409991659,setup
29883,0,,What's long and black?,The unemployment line,What's long and black? The unemployment line,0.12233605409991659,0.02503803924165162,0.05344664182694474,0.12233605409991659,setup
14764,4,,What's invisible and smells like carrots?,Rabbit Farts,What's invisible and smells like carrots? Rabbit Farts,0.09265174202327509,0.1474938311609954,0.1680885635730444,0.1680885635730444,full
29858,0,,What's invisible and smells like carrots?,Rabbit Farts,What's invisible and smells like carrots? Rabbit Farts,0.09265174202327509,0.1474938311609954,0.1680885635730444,0.1680885635730444,full
29859,0,,What's invisible and smells like carrots?,Bunny farts!,What's invisible and smells like carrots? Bunny farts!,0.09265174202327509,0.1935857279581922,0.18450734034369648,0.1935857279581922,punchline
29860,0,,What's invisible and smells like carrots?,Bunny farts!,What's invisible and smells like carrots? Bunny farts!,0.09265174202327509,0.1935857279581922,0.18450734034369648,0.1935857279581922,punchline
5584,26,,What's grey and comes in quarts?,An elephant.,What's grey and comes in quarts? An elephant.,0.02932022546850114,0.11708227995879694,0.06833747351954603,0.11708227995879694,punchline
12292,6,,What's grey and comes in quarts?,An elephant.,What's grey and comes in quarts? An elephant.,0.02932022546850114,0.11708227995879694,0.06833747351954603,0.11708227995879694,punchline
16487,3,,What's grey and comes in quarts?,An elephant.,What's grey and comes in quarts? An elephant.,0.02932022546850114,0.11708227995879694,0.06833747351954603,0.11708227995879694,punchline
16486,3,,What's grey and can't fly?,A parking lot.,What's grey and can't fly? A parking lot.,0.01215504213375691,0.05685091237690423,0.0230521633968187,0.05685091237690423,punchline
29840,0,,What's grey and can't fly?,A parking lot.,What's grey and can't fly? A parking lot.,0.01215504213375691,0.05685091237690423,0.0230521633968187,0.05685091237690423,punchline
1788,140,,What's green and smells like bacon?,Kermit's finger.,What's green and smells like bacon? Kermit's finger.,0.03360324362342906,0.4532932924213777,0.13068246911627235,0.4532932924213777,punchline
2178,106,,What's green and smells like bacon?,Kermit's finger.,What's green and smells like bacon? Kermit's finger.,0.03360324362342906,0.4532932924213777,0.13068246911627235,0.4532932924213777,punchline
13377,5,,What's green and smells like bacon?,Kermit's finger.,What's green and smells like bacon? Kermit's finger.,0.03360324362342906,0.4532932924213777,0.13068246911627235,0.4532932924213777,punchline
10616,8,,What's green and smells like bacon?,Kermit the Frog's fingers.,What's green and smells like bacon? Kermit the Frog's fingers.,0.03360324362342906,0.19601822836075256,0.10085408322265607,0.19601822836075256,punchline
13376,5,,What's green and smells like bacon?,Kermit the Frog's fingers.,What's green and smells like bacon? Kermit the Frog's fingers.,0.03360324362342906,0.19601822836075256,0.10085408322265607,0.19601822836075256,punchline
5029,31,,What's gray and comes in quarts?,An elephant.,What's gray and comes in quarts? An elephant.,0.006239475569277357,0.11708227995879694,0.021104040210960406,0.11708227995879694,punchline
22023,1,,What's gray and comes in quarts?,An elephant.,What's gray and comes in quarts? An elephant.,0.006239475569277357,0.11708227995879694,0.021104040210960406,0.11708227995879694,punchline
22022,1,,What's gray and can't fly?,A parking lot.,What's gray and can't fly? A parking lot.,0.0028722422112672386,0.05685091237690423,0.00785876903148404,0.05685091237690423,punchline
29820,0,,What's gray and can't fly?,A parking lot.,What's gray and can't fly? A parking lot.,0.0028722422112672386,0.05685091237690423,0.00785876903148404,0.05685091237690423,punchline
7380,16,,What's black and sits at the top of the stairs?,Steven Hawking after a house fire,What's black and sits at the top of the stairs? Steven Hawking after a house fire,0.6671014152830598,0.044835492605435436,0.4227920008296032,0.6671014152830598,setup
14749,4,,What's black and sits at the top of the stairs?,Steven Hawking after a house fire,What's black and sits at the top of the stairs? Steven Hawking after a house fire,0.6671014152830598,0.044835492605435436,0.4227920008296032,0.6671014152830598,setup
2786,76,,What's black and sits at the top of the stairs?,Stephen Hawking after a house fire.,What's black and sits at the top of the stairs? Stephen Hawking after a house fire.,0.6671014152830598,0.02489920644600797,0.3461480344989404,0.6671014152830598,setup
12288,6,,What's black and sits at the top of the stairs?,Stephen Hawking after a house fire.,What's black and sits at the top of the stairs? Stephen Hawking after a house fire.,0.6671014152830598,0.02489920644600797,0.3461480344989404,0.6671014152830598,setup
16471,3,,What's black and sits at the top of the stairs?,Stephen Hawking after a house fire.,What's black and sits at the top of the stairs? Stephen Hawking after a house fire.,0.6671014152830598,0.02489920644600797,0.3461480344989404,0.6671014152830598,setup
29727,0,,What's black and sits at the top of the stairs?,Stephen Hawking after a house fire.,What's black and sits at the top of the stairs? Stephen Hawking after a house fire.,0.6671014152830598,0.02489920644600797,0.3461480344989404,0.6671014152830598,setup
481,1498,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
2353,95,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
2577,85,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
4510,37,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
4670,35,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
9114,11,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
13364,5,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
29724,0,,What's black and screams?,Stevie Wonder answering the iron.,What's black and screams? Stevie Wonder answering the iron.,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
743,466,,What's black and screams?,Stevie Wonder answering the iron,What's black and screams? Stevie Wonder answering the iron,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
5349,28,,What's black and screams?,Stevie Wonder answering the iron,What's black and screams? Stevie Wonder answering the iron,0.2607421863631257,0.005561329397590126,0.028224628354682646,0.2607421863631257,setup
1284,212,,What's better than seeing a woman wrestle?,Seeing her box.,What's better than seeing a woman wrestle? Seeing her box.,0.032485993436756254,0.003692208522181074,0.009924944376793882,0.032485993436756254,setup
16463,3,,What's better than seeing a woman wrestle?,Seeing her box.,What's better than seeing a woman wrestle? Seeing her box.,0.032485993436756254,0.003692208522181074,0.009924944376793882,0.032485993436756254,setup
2865,73,,What's better than roses on your piano?,Tulips on your organ.,What's better than roses on your piano? Tulips on your organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
3239,61,,What's better than roses on your piano?,Tulips on your organ.,What's better than roses on your piano? Tulips on your organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
6321,21,,What's better than roses on your piano?,Tulips on your organ.,What's better than roses on your piano? Tulips on your organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
6657,19,,What's better than roses on your piano?,Tulips on your organ.,What's better than roses on your piano? Tulips on your organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
13360,5,,What's better than roses on your piano?,Tulips on your organ.,What's better than roses on your piano? Tulips on your organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
16462,3,,What's better than roses on your piano?,Tulips on your organ.,What's better than roses on your piano? Tulips on your organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
21989,1,,What's better than roses on your piano?,Tulips on your organ.,What's better than roses on your piano? Tulips on your organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
21988,1,,What's better than roses on your piano?,Tulips on your organ,What's better than roses on your piano? Tulips on your organ,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
21990,1,,What's better than roses on your piano?,Tulips on your organ,What's better than roses on your piano? Tulips on your organ,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
18795,2,,What's better than roses on a piano?,Tulips on an organ.,What's better than roses on a piano? Tulips on an organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
21987,1,,What's better than roses on a piano?,Tulips on an organ.,What's better than roses on a piano? Tulips on an organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
14742,4,,What's better than four roses on a piano?,Tulips on an organ.,What's better than four roses on a piano? Tulips on an organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
18794,2,,What's better than four roses on a piano?,Tulips on an organ.,What's better than four roses on a piano? Tulips on an organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
29699,0,,What's better than four roses on a piano?,Tulips on an organ.,What's better than four roses on a piano? Tulips on an organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
3578,53,,What's better than eating a mandarin?,Eating Amanda out.,What's better than eating a mandarin? Eating Amanda out.,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
7685,15,,What's better than eating a mandarin?,Eating Amanda out.,What's better than eating a mandarin? Eating Amanda out.,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
16460,3,,What's better than eating a mandarin?,Eating Amanda out.,What's better than eating a mandarin? Eating Amanda out.,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
16461,3,,What's better than eating a mandarin?,Eating Amanda out.,What's better than eating a mandarin? Eating Amanda out.,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
18793,2,,What's better than eating a mandarin?,Eating Amanda out.,What's better than eating a mandarin? Eating Amanda out.,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
21984,1,,What's better than eating a mandarin?,Eating Amanda out.,What's better than eating a mandarin? Eating Amanda out.,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
21985,1,,What's better than eating a mandarin?,Eating Amanda out,What's better than eating a mandarin? Eating Amanda out,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
29698,0,,What's better than eating a mandarin?,Eating Amanda out,What's better than eating a mandarin? Eating Amanda out,0.020704173282146993,0.02597188680320995,0.02079080771762082,0.02597188680320995,punchline
10608,8,,What's better than Roses on your Piano?,Tulips on your Organ.,What's better than Roses on your Piano? Tulips on your Organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
29704,0,,What's better than Roses on your Piano?,Tulips on your Organ.,What's better than Roses on your Piano? Tulips on your Organ.,0.014276439294091382,0.0920930265604822,0.027241136827575813,0.0920930265604822,punchline
999,303,,What's a pirate's worst nightmare?,A sunken chest with no booty.,What's a pirate's worst nightmare? A sunken chest with no booty.,0.1811204253250819,0.12983727077576684,0.2531873888061529,0.2531873888061529,full
11343,7,,What's a pirate's worst nightmare?,A sunken chest with no booty.,What's a pirate's worst nightmare? A sunken chest with no booty.,0.1811204253250819,0.12983727077576684,0.2531873888061529,0.2531873888061529,full
